Price,Adj Close,Close,High,Low,Open,Volume
Ticker,^IBEX,^IBEX,^IBEX,^IBEX,^IBEX,^IBEX
Date,,,,,,
2012-03-26 00:00:00+00:00,8224.69140625,8224.7001953125,8310.7998046875,8114.89990234375,8310.7998046875,199200000
2012-03-27 00:00:00+00:00,8140.29150390625,8140.2998046875,8345.7001953125,8131.0,8284.900390625,256270000
2012-03-28 00:00:00+00:00,7980.79150390625,7980.7998046875,8180.10009765625,7963.7001953125,8136.60009765625,244326000
2012-03-29 00:00:00+00:00,7910.9921875,7911.0,8022.5,7866.39990234375,7965.2001953125,280010000
2012-03-30 00:00:00+00:00,8007.99169921875,8008.0,8015.10009765625,7903.10009765625,7945.7001953125,259621000
2012-04-02 00:00:00+00:00,8042.79150390625,8042.7998046875,8042.7998046875,7866.7998046875,8024.7001953125,244563000
2012-04-03 00:00:00+00:00,7824.4921875,7824.5,8072.60009765625,7824.5,8032.2001953125,224107000
2012-04-04 00:00:00+00:00,7660.6923828125,7660.7001953125,7833.7001953125,7634.2998046875,7809.2998046875,347351000
2012-04-05 00:00:00+00:00,7660.4921875,7660.5,7712.7998046875,7545.10009765625,7681.7998046875,194453000
2012-04-10 00:00:00+00:00,7433.5927734375,7433.60009765625,7633.5,7433.60009765625,7582.5,290368000
2012-04-11 00:00:00+00:00,7576.6923828125,7576.7001953125,7588.2001953125,7412.89990234375,7448.7001953125,290566000
2012-04-12 00:00:00+00:00,7519.9921875,7520.0,7619.39990234375,7400.7998046875,7610.7001953125,308033000
2012-04-13 00:00:00+00:00,7250.5927734375,7250.60009765625,7485.5,7218.39990234375,7468.7001953125,345668000
2012-04-16 00:00:00+00:00,7209.0927734375,7209.10009765625,7331.39990234375,7186.60009765625,7232.0,253824800
2012-04-17 00:00:00+00:00,7373.29248046875,7373.2998046875,7373.2998046875,7136.7998046875,7157.7998046875,286424800
2012-04-18 00:00:00+00:00,7079.19287109375,7079.2001953125,7364.0,7079.2001953125,7354.5,386705000
2012-04-19 00:00:00+00:00,6908.09326171875,6908.10009765625,7151.10009765625,6907.0,7122.10009765625,380127200
2012-04-20 00:00:00+00:00,7040.5927734375,7040.60009765625,7058.7998046875,6858.2998046875,6936.7001953125,405539800
2012-04-23 00:00:00+00:00,6846.59326171875,6846.60009765625,6993.7998046875,6811.2001953125,6986.7001953125,323957800
2012-04-24 00:00:00+00:00,6999.892578125,6999.89990234375,7010.39990234375,6848.7001953125,6868.60009765625,280715200
2012-04-25 00:00:00+00:00,7118.892578125,7118.89990234375,7202.89990234375,7034.0,7036.2998046875,304911800
2012-04-26 00:00:00+00:00,7027.0927734375,7027.10009765625,7159.7998046875,6955.10009765625,7151.7001953125,286928200
2012-04-27 00:00:00+00:00,7145.79248046875,7145.7998046875,7184.7998046875,6840.7998046875,6906.2001953125,260329200
2012-04-30 00:00:00+00:00,7010.99267578125,7011.0,7208.2998046875,7002.0,7182.5,200836800
2012-05-02 00:00:00+00:00,6831.89306640625,6831.89990234375,7117.60009765625,6776.5,7100.89990234375,328073200
2012-05-03 00:00:00+00:00,6851.89306640625,6851.89990234375,6992.0,6828.10009765625,6868.7001953125,271072800
2012-05-04 00:00:00+00:00,6875.9931640625,6876.0,6989.60009765625,6820.39990234375,6856.0,238106800
2012-05-07 00:00:00+00:00,7063.19287109375,7063.2001953125,7078.2001953125,6743.2001953125,6766.2001953125,205943600
2012-05-08 00:00:00+00:00,7006.892578125,7006.89990234375,7175.7001953125,6967.7001953125,7050.89990234375,265161800
2012-05-09 00:00:00+00:00,6812.693359375,6812.7001953125,7022.2998046875,6732.60009765625,7017.0,371381800
2012-05-10 00:00:00+00:00,7045.69287109375,7045.7001953125,7079.39990234375,6843.89990234375,6905.39990234375,350192400
2012-05-11 00:00:00+00:00,6995.5927734375,6995.60009765625,7027.2998046875,6789.2998046875,6958.10009765625,307603000
2012-05-14 00:00:00+00:00,6809.39306640625,6809.39990234375,6907.0,6762.7998046875,6896.60009765625,219614600
2012-05-15 00:00:00+00:00,6700.693359375,6700.7001953125,6892.89990234375,6644.0,6848.39990234375,255003200
2012-05-16 00:00:00+00:00,6611.4931640625,6611.5,6758.89990234375,6536.2001953125,6621.2998046875,325322000
2012-05-17 00:00:00+00:00,6537.89306640625,6537.89990234375,6652.60009765625,6434.7001953125,6635.2998046875,251827000
2012-05-18 00:00:00+00:00,6566.693359375,6566.7001953125,6626.89990234375,6380.2001953125,6400.2001953125,393737600
2012-05-21 00:00:00+00:00,6523.9931640625,6524.0,6605.5,6455.10009765625,6571.5,211506000
2012-05-22 00:00:00+00:00,6661.29296875,6661.2998046875,6683.0,6520.2001953125,6565.39990234375,205436400
2012-05-23 00:00:00+00:00,6440.49365234375,6440.5,6603.2998046875,6420.39990234375,6579.10009765625,254664600
2012-05-24 00:00:00+00:00,6534.39306640625,6534.39990234375,6589.2998046875,6357.10009765625,6495.7001953125,239097200
2012-05-25 00:00:00+00:00,6542.9931640625,6543.0,6612.7998046875,6458.39990234375,6542.2998046875,181672000
2012-05-28 00:00:00+00:00,6401.19384765625,6401.2001953125,6620.60009765625,6392.10009765625,6585.2001953125,225608000
2012-05-29 00:00:00+00:00,6251.69384765625,6251.7001953125,6449.10009765625,6221.39990234375,6432.7998046875,280790600
2012-05-30 00:00:00+00:00,6090.3935546875,6090.39990234375,6303.2001953125,6073.7001953125,6184.7998046875,331142800
2012-05-31 00:00:00+00:00,6089.79345703125,6089.7998046875,6167.89990234375,6012.0,6134.39990234375,402042000
2012-06-01 00:00:00+00:00,6064.99365234375,6065.0,6152.7001953125,5994.10009765625,6109.7001953125,347827200
2012-06-04 00:00:00+00:00,6239.49365234375,6239.5,6273.2998046875,5987.7998046875,5998.89990234375,205104800
2012-06-05 00:00:00+00:00,6267.79345703125,6267.7998046875,6332.7001953125,6231.2998046875,6293.2001953125,205623000
2012-06-06 00:00:00+00:00,6418.8935546875,6418.89990234375,6465.89990234375,6276.2001953125,6312.60009765625,277318600
2012-06-07 00:00:00+00:00,6438.09375,6438.10009765625,6538.39990234375,6421.5,6449.10009765625,270686000
2012-06-08 00:00:00+00:00,6551.9931640625,6552.0,6578.5,6323.60009765625,6391.7998046875,242093600
2012-06-11 00:00:00+00:00,6516.39306640625,6516.39990234375,6940.2998046875,6498.10009765625,6897.60009765625,362914400
2012-06-12 00:00:00+00:00,6522.4931640625,6522.5,6593.2998046875,6439.2998046875,6509.7001953125,254535200
2012-06-13 00:00:00+00:00,6615.29296875,6615.2998046875,6639.0,6490.7001953125,6529.2998046875,214979800
2012-06-14 00:00:00+00:00,6695.9931640625,6696.0,6696.39990234375,6558.60009765625,6582.0,219611400
2012-06-15 00:00:00+00:00,6718.9931640625,6719.0,6829.7998046875,6659.0,6744.0,506761600
2012-06-18 00:00:00+00:00,6519.89306640625,6519.89990234375,6862.60009765625,6503.2998046875,6855.7998046875,277028000
2012-06-19 00:00:00+00:00,6693.89306640625,6693.89990234375,6717.39990234375,6479.39990234375,6546.5,212727600
2012-06-20 00:00:00+00:00,6796.09326171875,6796.10009765625,6806.89990234375,6668.2001953125,6715.7001953125,217636600
2012-06-21 00:00:00+00:00,6773.4931640625,6773.5,6914.89990234375,6675.39990234375,6729.5,247857200
2012-06-22 00:00:00+00:00,6876.29296875,6876.2998046875,6960.0,6697.10009765625,6716.89990234375,276895400
2012-06-25 00:00:00+00:00,6623.9931640625,6624.0,6857.5,6612.2998046875,6844.60009765625,235446800
2012-06-26 00:00:00+00:00,6528.39306640625,6528.39990234375,6708.2998046875,6512.2998046875,6590.2998046875,218002400
2012-06-27 00:00:00+00:00,6666.89306640625,6666.89990234375,6666.89990234375,6513.0,6576.7998046875,250549200
2012-06-28 00:00:00+00:00,6721.693359375,6721.7001953125,6724.5,6593.5,6666.2001953125,205109200
2012-06-29 00:00:00+00:00,7102.19287109375,7102.2001953125,7102.2001953125,6872.5,6939.2001953125,445205800
2012-07-02 00:00:00+00:00,7123.99267578125,7124.0,7178.39990234375,7036.89990234375,7082.39990234375,272362400
2012-07-03 00:00:00+00:00,7219.49267578125,7219.5,7219.5,7122.2001953125,7143.5,238493800
2012-07-04 00:00:00+00:00,7168.49267578125,7168.5,7202.7001953125,7116.2001953125,7173.60009765625,164931600
2012-07-05 00:00:00+00:00,6954.193359375,6954.2001953125,7180.7998046875,6912.2001953125,7148.2998046875,256422200
2012-07-06 00:00:00+00:00,6738.89306640625,6738.89990234375,6921.2001953125,6726.7001953125,6910.5,329276800
2012-07-09 00:00:00+00:00,6688.29296875,6688.2998046875,6785.7001953125,6611.60009765625,6738.2001953125,285046400
2012-07-10 00:00:00+00:00,6726.89306640625,6726.89990234375,6812.2001953125,6638.2001953125,6723.60009765625,204163200
2012-07-11 00:00:00+00:00,6805.89306640625,6805.89990234375,6829.7001953125,6679.0,6693.10009765625,220999200
2012-07-12 00:00:00+00:00,6630.09326171875,6630.10009765625,6755.2998046875,6600.7998046875,6749.0,233862400
2012-07-13 00:00:00+00:00,6664.59326171875,6664.60009765625,6687.5,6563.2998046875,6620.60009765625,195775000
2012-07-16 00:00:00+00:00,6532.09326171875,6532.10009765625,6659.2001953125,6485.10009765625,6631.2998046875,204862400
2012-07-17 00:00:00+00:00,6558.193359375,6558.2001953125,6642.60009765625,6529.7001953125,6573.2001953125,202328000
2012-07-18 00:00:00+00:00,6591.193359375,6591.2001953125,6607.7998046875,6497.2001953125,6595.10009765625,267875800
2012-07-19 00:00:00+00:00,6632.59326171875,6632.60009765625,6682.5,6579.5,6625.2001953125,205900400
2012-07-20 00:00:00+00:00,6246.29345703125,6246.2998046875,6668.10009765625,6232.60009765625,6623.39990234375,420760000
2012-07-23 00:00:00+00:00,6177.3935546875,6177.39990234375,6240.5,5905.2998046875,6157.0,381197000
2012-07-24 00:00:00+00:00,5956.2939453125,5956.2998046875,6254.60009765625,5950.7998046875,6252.10009765625,235090000
2012-07-25 00:00:00+00:00,6004.89404296875,6004.89990234375,6093.10009765625,5939.39990234375,5950.39990234375,201585200
2012-07-26 00:00:00+00:00,6368.79345703125,6368.7998046875,6368.7998046875,5955.0,5958.2001953125,352307200
2012-07-27 00:00:00+00:00,6617.59326171875,6617.60009765625,6617.60009765625,6244.2001953125,6403.10009765625,282898400
2012-07-30 00:00:00+00:00,6801.79296875,6801.7998046875,6805.5,6589.2001953125,6625.7001953125,284309200
2012-07-31 00:00:00+00:00,6738.09326171875,6738.10009765625,6913.7001953125,6691.10009765625,6804.0,212508200
2012-08-01 00:00:00+00:00,6719.9931640625,6720.0,6787.2001953125,6569.2001953125,6715.2001953125,164431600
2012-08-02 00:00:00+00:00,6373.3935546875,6373.39990234375,6864.60009765625,6364.7998046875,6690.2001953125,326798600
2012-08-03 00:00:00+00:00,6755.693359375,6755.7001953125,6755.7001953125,6296.10009765625,6377.10009765625,247045200
2012-08-06 00:00:00+00:00,7053.5927734375,7053.60009765625,7061.89990234375,6738.39990234375,6751.7998046875,227925200
2012-08-07 00:00:00+00:00,7211.0927734375,7211.10009765625,7218.7001953125,7013.0,7018.7001953125,263132800
2012-08-08 00:00:00+00:00,7150.19287109375,7150.2001953125,7232.2001953125,7039.7998046875,7184.5,190321600
2012-08-09 00:00:00+00:00,7110.19287109375,7110.2001953125,7235.7998046875,7026.60009765625,7189.2001953125,195991200
2012-08-10 00:00:00+00:00,7047.69287109375,7047.7001953125,7079.89990234375,6962.2001953125,7068.7001953125,141567600
2012-08-13 00:00:00+00:00,7069.5927734375,7069.60009765625,7119.7998046875,6991.89990234375,7036.7998046875,104720800
2012-08-14 00:00:00+00:00,7124.79248046875,7124.7998046875,7153.10009765625,7074.2998046875,7109.10009765625,113792800
2012-08-15 00:00:00+00:00,7128.892578125,7128.89990234375,7146.7001953125,7066.7998046875,7111.2998046875,71586400
2012-08-16 00:00:00+00:00,7417.29248046875,7417.2998046875,7419.2998046875,7123.2998046875,7140.7998046875,230811800
2012-08-17 00:00:00+00:00,7560.9921875,7561.0,7612.10009765625,7452.5,7463.2001953125,276573200
2012-08-20 00:00:00+00:00,7469.59228515625,7469.60009765625,7645.0,7387.39990234375,7557.0,201818400
2012-08-21 00:00:00+00:00,7544.4921875,7544.5,7558.39990234375,7430.39990234375,7468.89990234375,128242400
2012-08-22 00:00:00+00:00,7340.69287109375,7340.7001953125,7516.0,7326.39990234375,7495.2001953125,159613400
2012-08-23 00:00:00+00:00,7282.892578125,7282.89990234375,7427.0,7176.89990234375,7391.5,145116800
2012-08-24 00:00:00+00:00,7310.29248046875,7310.2998046875,7323.10009765625,7183.0,7259.7998046875,107758000
2012-08-27 00:00:00+00:00,7398.892578125,7398.89990234375,7398.89990234375,7216.7998046875,7293.7998046875,102652600
2012-08-28 00:00:00+00:00,7333.49267578125,7333.5,7404.10009765625,7284.2001953125,7391.7001953125,108404800
2012-08-29 00:00:00+00:00,7305.99267578125,7306.0,7365.39990234375,7274.2998046875,7339.2001953125,137264000
2012-08-30 00:00:00+00:00,7194.99267578125,7195.0,7304.7001953125,7178.7998046875,7278.10009765625,124946200
2012-08-31 00:00:00+00:00,7420.49267578125,7420.5,7424.7001953125,7161.39990234375,7173.7001953125,302455200
2012-09-03 00:00:00+00:00,7434.19287109375,7434.2001953125,7442.10009765625,7351.2001953125,7398.5,107274400
2012-09-04 00:00:00+00:00,7488.1923828125,7488.2001953125,7542.7998046875,7444.2001953125,7460.60009765625,173196000
2012-09-05 00:00:00+00:00,7493.9921875,7494.0,7562.39990234375,7421.60009765625,7468.7001953125,161515200
2012-09-06 00:00:00+00:00,7861.9921875,7862.0,7864.89990234375,7533.0,7536.2001953125,304454200
2012-09-07 00:00:00+00:00,7882.7919921875,7882.7998046875,8027.0,7834.39990234375,7882.10009765625,306828600
2012-09-10 00:00:00+00:00,7857.6923828125,7857.7001953125,7890.7998046875,7796.89990234375,7839.39990234375,167640800
2012-09-11 00:00:00+00:00,7930.39208984375,7930.39990234375,7933.39990234375,7730.0,7820.10009765625,168453000
2012-09-12 00:00:00+00:00,7992.091796875,7992.10009765625,8076.60009765625,7928.7001953125,7972.5,234365200
2012-09-13 00:00:00+00:00,7935.89208984375,7935.89990234375,7968.2998046875,7865.10009765625,7957.60009765625,161497000
2012-09-14 00:00:00+00:00,8154.49169921875,8154.5,8231.0,8087.5,8101.89990234375,288950200
2012-09-17 00:00:00+00:00,8147.99169921875,8148.0,8156.60009765625,8049.60009765625,8087.60009765625,168226400
2012-09-18 00:00:00+00:00,8058.29150390625,8058.2998046875,8099.7001953125,7949.10009765625,8085.0,163760600
2012-09-19 00:00:00+00:00,8098.79150390625,8098.7998046875,8149.39990234375,8031.5,8094.89990234375,177132600
2012-09-20 00:00:00+00:00,8022.091796875,8022.10009765625,8088.0,7961.39990234375,8034.2998046875,168749800
2012-09-21 00:00:00+00:00,8230.69140625,8230.7001953125,8230.7001953125,8035.89990234375,8063.5,340749200
2012-09-24 00:00:00+00:00,8138.3916015625,8138.39990234375,8182.10009765625,8082.89990234375,8165.89990234375,107284400
2012-09-25 00:00:00+00:00,8174.99169921875,8175.0,8197.900390625,8117.5,8125.60009765625,125007600
2012-09-26 00:00:00+00:00,7854.39208984375,7854.39990234375,8082.5,7840.39990234375,8080.60009765625,252681200
2012-09-27 00:00:00+00:00,7842.2919921875,7842.2998046875,7914.7998046875,7790.60009765625,7896.0,145562200
2012-09-28 00:00:00+00:00,7708.4921875,7708.5,7939.2001953125,7678.7001953125,7908.7001953125,175962800
2012-10-01 00:00:00+00:00,7784.09228515625,7784.10009765625,7838.5,7703.0,7712.7998046875,156295600
2012-10-02 00:00:00+00:00,7867.09228515625,7867.10009765625,7913.7001953125,7710.2001953125,7728.0,141834000
2012-10-03 00:00:00+00:00,7826.6923828125,7826.7001953125,7900.7998046875,7802.2998046875,7840.7001953125,186837800
2012-10-04 00:00:00+00:00,7812.7919921875,7812.7998046875,7913.2998046875,7784.39990234375,7866.10009765625,125260000
2012-10-05 00:00:00+00:00,7954.3916015625,7954.39990234375,7972.7998046875,7825.5,7848.39990234375,142985800
2012-10-08 00:00:00+00:00,7890.9921875,7891.0,7913.10009765625,7855.2001953125,7910.5,112256000
2012-10-09 00:00:00+00:00,7745.39208984375,7745.39990234375,7901.5,7734.89990234375,7893.7001953125,182717200
2012-10-10 00:00:00+00:00,7667.9921875,7668.0,7765.10009765625,7664.5,7705.7001953125,164971000
2012-10-11 00:00:00+00:00,7734.6923828125,7734.7001953125,7777.7001953125,7565.5,7615.39990234375,148864200
2012-10-12 00:00:00+00:00,7652.39208984375,7652.39990234375,7791.5,7652.39990234375,7724.0,112345200
2012-10-15 00:00:00+00:00,7678.4921875,7678.5,7723.39990234375,7624.7001953125,7653.89990234375,111705600
2012-10-16 00:00:00+00:00,7940.1923828125,7940.2001953125,7941.7998046875,7741.60009765625,7747.0,218384000
2012-10-17 00:00:00+00:00,8128.19189453125,8128.2001953125,8131.89990234375,7987.0,8005.7998046875,279964400
2012-10-18 00:00:00+00:00,8100.29150390625,8100.2998046875,8156.60009765625,8035.5,8143.7998046875,189465000
2012-10-19 00:00:00+00:00,7913.39208984375,7913.39990234375,8070.60009765625,7880.89990234375,8053.7998046875,197259000
2012-10-22 00:00:00+00:00,7877.09228515625,7877.10009765625,7955.7001953125,7841.5,7911.2001953125,139769000
2012-10-23 00:00:00+00:00,7747.6923828125,7747.7001953125,7886.60009765625,7699.7998046875,7863.89990234375,153870800
2012-10-24 00:00:00+00:00,7791.4921875,7791.5,7819.7001953125,7653.2001953125,7773.10009765625,141521000
2012-10-25 00:00:00+00:00,7779.1923828125,7779.2001953125,7851.2998046875,7766.2998046875,7780.60009765625,127757800
2012-10-26 00:00:00+00:00,7775.59228515625,7775.60009765625,7803.7001953125,7665.60009765625,7708.39990234375,162980000
2012-10-29 00:00:00+00:00,7728.59228515625,7728.60009765625,7779.7001953125,7684.5,7749.39990234375,122887000
2012-10-30 00:00:00+00:00,7833.89208984375,7833.89990234375,7844.0,7755.89990234375,7763.60009765625,93858400
2012-10-31 00:00:00+00:00,7842.89208984375,7842.89990234375,7939.89990234375,7830.89990234375,7831.39990234375,164282800
2012-11-01 00:00:00+00:00,7886.39208984375,7886.39990234375,7928.7998046875,7790.2998046875,7807.10009765625,90289200
2012-11-02 00:00:00+00:00,7968.8916015625,7968.89990234375,7995.89990234375,7834.60009765625,7905.39990234375,119302600
2012-11-05 00:00:00+00:00,7818.59228515625,7818.60009765625,7894.7001953125,7793.2998046875,7891.60009765625,108850800
2012-11-06 00:00:00+00:00,7837.59228515625,7837.60009765625,7868.2998046875,7800.89990234375,7812.2998046875,112424600
2012-11-07 00:00:00+00:00,7660.6923828125,7660.7001953125,7918.60009765625,7638.5,7899.7001953125,190265000
2012-11-08 00:00:00+00:00,7624.09228515625,7624.10009765625,7718.0,7606.39990234375,7696.39990234375,134221400
2012-11-09 00:00:00+00:00,7636.59228515625,7636.60009765625,7674.0,7496.0,7613.2998046875,158789000
2012-11-12 00:00:00+00:00,7567.7919921875,7567.7998046875,7633.2998046875,7548.10009765625,7632.10009765625,112765200
2012-11-13 00:00:00+00:00,7693.39208984375,7693.39990234375,7715.5,7490.60009765625,7521.89990234375,179054200
2012-11-14 00:00:00+00:00,7672.9921875,7673.0,7756.5,7642.7998046875,7695.60009765625,215127000
2012-11-15 00:00:00+00:00,7695.4921875,7695.5,7744.2998046875,7610.39990234375,7615.39990234375,135767000
2012-11-16 00:00:00+00:00,7588.1923828125,7588.2001953125,7725.0,7588.2001953125,7694.0,207278400
2012-11-19 00:00:00+00:00,7763.7919921875,7763.7998046875,7775.10009765625,7601.7001953125,7661.7998046875,180508600
2012-11-20 00:00:00+00:00,7778.6923828125,7778.7001953125,7787.2001953125,7695.5,7722.39990234375,122783400
2012-11-21 00:00:00+00:00,7805.39208984375,7805.39990234375,7825.39990234375,7716.7998046875,7751.7998046875,129036000
2012-11-22 00:00:00+00:00,7875.59228515625,7875.60009765625,7894.39990234375,7809.0,7828.5,137975000
2012-11-23 00:00:00+00:00,7909.59228515625,7909.60009765625,7915.60009765625,7825.10009765625,7887.2001953125,142357800
2012-11-26 00:00:00+00:00,7874.7919921875,7874.7998046875,7893.0,7842.60009765625,7882.7998046875,126452600
2012-11-27 00:00:00+00:00,7863.6923828125,7863.7001953125,7955.2001953125,7819.7001953125,7936.60009765625,251031000
2012-11-28 00:00:00+00:00,7837.59228515625,7837.60009765625,7854.89990234375,7753.7001953125,7839.39990234375,242358600
2012-11-29 00:00:00+00:00,7973.69189453125,7973.7001953125,7975.5,7883.7998046875,7887.39990234375,250039600
2012-11-30 00:00:00+00:00,7934.59228515625,7934.60009765625,7989.60009765625,7922.7001953125,7967.89990234375,301074800
2012-12-03 00:00:00+00:00,7889.1923828125,7889.2001953125,8027.7998046875,7874.10009765625,7963.39990234375,216205000
2012-12-04 00:00:00+00:00,7902.39208984375,7902.39990234375,7945.7001953125,7870.89990234375,7871.89990234375,135636800
